Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
PER20020001;PE;GOIANA;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-02;ET.1911.PE0001;EV.1805.PE0034;-7.519196;-34.994053;2.1;101
PER20020003;PE;GOIANA;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-03;ET.1911.PE0004;EV.1805.PE0038;-7.558719;-34.991005;7.0;101
PER20020007;PE;ITAPISSUMA;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-04;ET.1911.PE0009;EV.1805.PE0046;-7.738438;-34.9428959999999;30.0;101
PER20020009;PE;IGARASSU;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-09;ET.1911.PE0011;EV.1805.PE0051;-7.81942;-34.9170549999999;40.0;101
PER20020010;PE;IGARASSU;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-09;ET.1911.PE0012;EV.1805.PE0052;-7.82145199999999;-34.916339;40.02;101
PER20020011;PE;IGARASSU;P-C-1, P-C-2, P-C-3, P-C-4, P-D-1, P-D-2, P-D-3, P-D-4;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-08-05;ET.1911.PE0015;EV.1805.PE0056;-7.871419;-34.9062399999999;45.7;101
PER20020012;PE;ABREU E LIMA;P-C-1, P-C-2, P-C-3;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-09;ET.1911.PE0017;EV.1805.PE0059;-7.896515;-34.9029329999999;48.5;101
PER20020013;PE;RECIFE;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-11;ET.1911.PE0019;EV.1805.PE0064;-7.963434;-34.915928;56.9;101
PER20020014;PE;RECIFE;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-08-07;ET.1911.PE0020;EV.1803.PE0002;-7.965263;-34.9167819999999;57.03;101
PER20020015;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-10;ET.1911.PE0021;EV.1805.PE0065;-7.987357;-34.9336559999999;60.2;101
PER20020016;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-23;ET.1911.PE0022;EV.1805.PE0067;-7.9941;-34.9380799999999;61.2;101
PER20020017;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-23;ET.1911.PE0023;EV.1805.PE0069;-8.012676;-34.9383479999999;63.4;101
PER20020024;PE;GARANHUNS;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-30;ET.1911.PE0058;EV.1803.PE0028;-8.872861;-36.468;93.5;423
PER20020025;PE;GARANHUNS;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-16;ET.1911.PE0059;EV.1805.PE0090;-8.878111;-36.4766109999999;94.4;423
PER20020026;PE;GARANHUNS;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-16;ET.1911.PE0060;EV.1805.PE0091;-8.878987;-36.4807029999999;95.1;423
PER20030027;PE;GARANHUNS;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-16;ET.1911.PE0061;EV.1805.PE0092;-8.881119;-36.4914559999999;96.4;423
PER20030028;PE;PALMARES;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-23;ET.1911.PE0035;EV.1805.PE0101;-8.676147;-35.576976;184.5;101
PER20030030;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-22;ET.1911.PE0029;EV.1805.PE0082;-8.107494;-34.947996;74.5;101
PER20040032;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-10;ET.1911.PE0025;EV.1805.PE0075;-8.07453199999999;-34.936936;70.9;101
PER20040033;PE;RECIFE;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-22;ET.1911.PE0027;EV.1805.PE0078;-8.090222;-34.946806;72.6;101
PER20050034;PE;RECIFE;P-C-1, P-C-2, P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-22;ET.1911.PE0026;EV.1805.PE0076;-8.079413;-34.943114;71.2;101
PER20050035;PE;CARUARU;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-24;ET.1911.PE0063;EV.1805.PE0077;-8.33335899999999;-35.981335;72.0;104
PER20050036;PE;CARUARU;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-06-24;ET.1911.PE0066;EV.1805.PE0073;-8.287497;-35.9839699999999;66.0;104
PER20060039;PE;ITAPISSUMA;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2020-07-21;ET.1911.PE0010;EV.1805.PE0048;-7.80231199999999;-34.926422;37.7;101
PER21070042;PE;JABOATAO DOS GUARARAPES;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2021-09-03;ET.2106.PE0078;EV.2104.PE0119;-8.130724;-34.9449589999999;77.3;101
PER21070044;PE;RECIFE;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2021-09-03;ET.2106.PE0076;EV.2104.PE0116;-7.981625;-34.931601;59.9;101
PER21070046;PE;PESQUEIRA;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2021-09-03;ET.2106.PE0079;EV.2104.PE0121;-8.373181;-36.7134199999999;212.0;232
PER21070047;PE;SALOA;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2021-10-27;ET.2106.PE0080;EV.2104.PE0120;-8.96272899999999;-36.7623809999999;131.6;423
PER22100048;PE;RECIFE;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2023-01-20;ET.2209.PE0083;EV.2208.PE0124;-8.0867;-34.946277;71.9;101
PER23020050;PE;SALGUEIRO;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2023-04-21;ET.2301.PE0087;EV.2212.PE0128;-8.06523499999999;-39.13111;509.18;232
PER23120051;PE;TRACUNHAEM;P-C-1, P-D-1;CEV;Help/MK-I;168.16 / 5 (Kopp);2024-01-10;ET.2311.PE0088;EV.2309.PE0129;-7.80858;-35.242882;59.2;408
PER24040052;PE;RECIFE;P-C-1, P-C-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2024-04-30;ET.2403.PE0091;EV.2401.PE0133;-8.09690699999999;-34.9499849999999;73.4;101
PER24040053;PE;RECIFE;P-D-1, P-D-2;CEV;Help/MK-I;168.16 / 5 (Kopp);2024-04-30;ET.2403.PE0092;EV.2401.PE0134;-8.099491;-34.9499649999999;73.76;101
PIB18100001;PI;JERUMENHA;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-06-15;ET.1806.PI0003;EV.1805.PI0026;-7.093232;-43.511695;41.3;135
PIB18100002;PI;PICOS;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-08-03;ET.1806.PI0056;EV.1805.PI0075;-7.085486;-41.4291369999999;421.34;407
PIB18100004;PI;PARNAIBA;P-D-1, P-D-2;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-06-15;ET.1806.PI0030;EV.1805.PI0016;-2.91276499999999;-41.753945;12.282;343
PIB18100005;PI;PIRIPIRI;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-05-31;ET.1806.PI0043;EV.1805.PI0047;-4.289805;-41.7660109999999;186.0;343
PIB18120006;PI;BRASILEIRA;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-08-24;ET.1806.PI0040;EV.1805.PI0041;-4.130429;-41.782223;166.7;343
PIB18120007;PI;IPIRANGA DO PIAUI;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-10-01;ET.1806.PI0017;EV.1805.PI0054;-6.82499199999999;-41.7375759999999;258.45;316
PIB18120008;PI;PARNAIBA;P-C-1, P-C-2;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-08-23;ET.1806.PI0031;EV.1805.PI0017;-2.912739;-41.753819;12.292;343
PIB18120009;PI;MONSENHOR GIL;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-08-24;ET.1806.PI0013;EV.1805.PI0030;-5.55798599999999;-42.6118409999999;57.3;316
PIB18120010;PI;AGUA BRANCA;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-09-12;ET.1806.PI0062;EV.1805.PI0076;-5.882322;-42.6394859999999;444.1;343
PIB19030012;PI;BARRO DURO;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2019-08-23;ET.1806.PI0016;EV.1805.PI0036;-5.81479;-42.5149729999999;95.03;316
PIB19090013;PI;DOM EXPEDITO LOPES;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2020-01-30;ET.1806.PI0018;EV.1805.PI0057;-6.95139399999999;-41.726835;274.1;316
PIB19100014;PI;PICOS;P-C-1, P-D-1;REV;Focalle/F-LIN;168.16 / 18 (Panavideo);2020-01-30;ET.1806.PI0021;EV.1805.PI0065;-7.080885;-41.458516;311.5;316
